TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionDayOfWeek,TransactionHour,DaysSincePrevTransaction,TransactionID,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,Cluster,ClusterLabel,ClusterDescription
98.95,75,73,1,5670.82,2023,12,29,4,17,-311,TX002128,AC00413,Debit,Mesa,D000432,112.196.12.19,M084,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
18.14,58,48,1,6020.85,2023,2,17,4,18,-626,TX002129,AC00082,Credit,Milwaukee,D000579,99.205.173.118,M097,ATM,Retired,2,Cluster 2,Branch-Based Credit Users
215.13,46,114,1,3956.69,2023,1,5,3,16,-669,TX002131,AC00098,Debit,Charlotte,D000606,161.168.126.136,M016,Online,Engineer,3,Cluster 3,Online Banking Users
218.57,62,102,1,13869.86,2023,10,16,0,16,-385,TX002132,AC00372,Credit,Memphis,D000095,110.64.1.201,M004,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
341.88,43,89,1,4159.52,2023,6,14,2,16,-509,TX002133,AC00274,Debit,Austin,D000321,3.11.254.2,M053,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
691.92,19,61,1,1084.65,2023,7,10,0,16,-483,TX002134,AC00080,Debit,Boston,D000187,163.58.140.206,M010,Online,Student,3,Cluster 3,Online Banking Users
50.43,32,51,1,9794.26,2023,7,10,0,16,-483,TX002135,AC00064,Debit,San Jose,D000043,161.195.172.148,M057,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
440.43,78,23,1,5123.24,2023,9,21,3,17,-410,TX002136,AC00241,Debit,Colorado Springs,D000614,111.226.226.202,M015,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
299.03,39,52,1,1381.28,2023,1,19,3,17,-655,TX002137,AC00055,Debit,Columbus,D000383,193.221.15.59,M018,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
1.98,66,170,1,11619.1,2023,12,25,0,17,-315,TX002138,AC00215,Debit,Seattle,D000690,45.241.13.208,M074,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
173.45,31,161,1,9077.62,2023,12,25,0,16,-315,TX002139,AC00037,Debit,Philadelphia,D000053,136.250.159.93,M066,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
438.76,22,73,1,1824.19,2023,2,13,0,16,-630,TX002140,AC00325,Debit,San Antonio,D000074,182.84.41.229,M072,Branch,Student,0,Cluster 0,Branch-Based Debit Users
519.62,71,40,1,4159.33,2023,11,23,3,17,-347,TX002141,AC00394,Credit,Washington,D000046,51.250.46.149,M026,Online,Retired,2,Cluster 2,Branch-Based Credit Users
738.68,50,124,1,14352.33,2023,3,7,1,16,-608,TX002142,AC00164,Debit,Chicago,D000369,197.23.128.119,M096,Online,Doctor,3,Cluster 3,Online Banking Users
151.14,64,38,1,2156.54,2023,6,1,3,16,-522,TX002143,AC00096,Debit,Memphis,D000142,143.212.47.226,M004,Online,Retired,3,Cluster 3,Online Banking Users
75.77,51,148,1,8361.7,2023,8,7,0,17,-455,TX002144,AC00402,Debit,Charlotte,D000172,218.83.2.94,M090,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
444.52,27,17,1,5424.6,2023,4,4,1,16,-580,TX002145,AC00077,Debit,Louisville,D000540,214.67.148.245,M026,Online,Engineer,3,Cluster 3,Online Banking Users
5.29,52,276,1,11263.89,2023,3,8,2,18,-607,TX002146,AC00116,Debit,Indianapolis,D000479,23.92.205.75,M062,Online,Doctor,3,Cluster 3,Online Banking Users
97.63,48,127,1,12467.31,2023,5,15,0,16,-539,TX002147,AC00145,Credit,Milwaukee,D000236,101.90.40.193,M023,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
256.95,26,71,1,2531.24,2023,5,4,3,16,-550,TX002148,AC00457,Debit,San Diego,D000672,49.172.82.247,M047,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
734.86,48,290,1,6242.03,2023,12,8,4,16,-332,TX002149,AC00021,Credit,Boston,D000198,134.140.85.231,M075,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
84.28,39,142,1,13586.06,2023,6,12,0,17,-511,TX002151,AC00284,Debit,Memphis,D000413,66.23.166.248,M087,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
202.49,48,69,1,7447.1,2023,12,28,3,16,-312,TX002153,AC00065,Credit,Virginia Beach,D000171,93.52.44.101,M050,ATM,Engineer,2,Cluster 2,Branch-Based Credit Users
154.99,25,53,1,1419.31,2023,8,28,0,17,-434,TX002154,AC00439,Debit,Mesa,D000582,82.51.236.134,M025,Branch,Student,0,Cluster 0,Branch-Based Debit Users
481.53,58,277,1,6142.54,2023,9,12,1,17,-419,TX002155,AC00157,Debit,Atlanta,D000142,221.169.49.152,M087,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
172.92,20,212,1,416.37,2023,8,28,0,16,-434,TX002156,AC00013,Debit,Miami,D000519,214.67.148.245,M052,Online,Student,3,Cluster 3,Online Banking Users
275.59,53,238,1,6313.22,2023,10,10,1,16,-391,TX002157,AC00355,Credit,Philadelphia,D000243,132.127.5.187,M063,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
136.82,31,14,1,6229.13,2023,8,25,4,18,-437,TX002159,AC00105,Debit,Chicago,D000541,49.31.186.82,M091,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
179.38,30,28,1,8741.51,2023,8,10,3,18,-452,TX002161,AC00297,Debit,Chicago,D000499,112.56.160.202,M074,Online,Engineer,3,Cluster 3,Online Banking Users
26.3,32,33,1,7473.73,2023,12,12,1,16,-328,TX002163,AC00205,Debit,Virginia Beach,D000210,42.219.228.159,M029,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
319.5,29,69,1,2366.3,2023,6,9,4,16,-514,TX002164,AC00148,Credit,Virginia Beach,D000513,54.252.249.33,M081,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
182.42,51,137,1,3051.29,2023,3,22,2,16,-593,TX002165,AC00064,Debit,Kansas City,D000515,3.77.114.6,M080,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
716.62,44,241,1,6987.4,2023,4,10,0,16,-574,TX002166,AC00344,Debit,Atlanta,D000310,57.141.198.111,M084,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
222.96,65,150,1,7370.41,2023,3,23,3,17,-592,TX002167,AC00448,Credit,Fresno,D000328,203.245.215.62,M073,ATM,Doctor,2,Cluster 2,Branch-Based Credit Users
79.77,68,167,1,5010.31,2023,1,23,0,16,-651,TX002168,AC00446,Debit,San Francisco,D000390,51.250.46.149,M066,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
431.08,59,25,1,6760.22,2023,7,17,0,18,-476,TX002169,AC00460,Debit,Albuquerque,D000339,145.179.219.57,M013,Branch,Retired,0,Cluster 0,Branch-Based Debit Users
592.24,52,140,1,9817.05,2023,10,16,0,16,-385,TX002170,AC00020,Debit,Tucson,D000201,159.37.30.154,M034,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
200.19,52,108,1,4389.96,2023,7,18,1,18,-475,TX002171,AC00202,Credit,San Antonio,D000398,177.172.184.163,M030,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
297.5,73,80,1,6768.14,2023,3,27,0,17,-588,TX002172,AC00458,Credit,Kansas City,D000320,211.42.9.0,M071,Branch,Retired,2,Cluster 2,Branch-Based Credit Users
345.86,51,145,1,1504.64,2023,11,20,0,16,-350,TX002173,AC00139,Debit,Omaha,D000448,96.162.11.85,M069,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
343.88,63,97,1,6486.18,2023,12,11,0,16,-329,TX002174,AC00210,Debit,Nashville,D000608,211.97.88.141,M068,Online,Retired,3,Cluster 3,Online Banking Users
16.52,25,135,1,835.53,2023,1,4,2,17,-670,TX002175,AC00399,Credit,Boston,D000269,165.35.58.173,M093,Online,Student,2,Cluster 2,Branch-Based Credit Users
162.1,41,151,1,8576.65,2023,12,6,2,17,-334,TX002176,AC00267,Debit,Milwaukee,D000418,83.80.89.29,M078,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
36.12,22,234,1,1593.03,2023,11,29,2,17,-341,TX002177,AC00414,Debit,Houston,D000630,62.152.134.92,M085,Online,Student,3,Cluster 3,Online Banking Users
354.91,74,191,1,3872.55,2023,12,18,0,16,-322,TX002178,AC00272,Debit,Boston,D000174,172.111.76.65,M086,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
38.41,40,117,1,9129.68,2023,4,11,1,16,-573,TX002179,AC00220,Debit,Denver,D000449,158.135.64.240,M068,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
53.52,49,55,1,2227.49,2023,3,31,4,16,-584,TX002180,AC00276,Debit,San Diego,D000584,163.69.89.200,M066,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
498.59,57,138,1,2619.46,2023,10,23,0,18,-378,TX002181,AC00084,Debit,Philadelphia,D000553,143.212.47.226,M060,Online,Retired,3,Cluster 3,Online Banking Users
13.3,23,63,1,213.0,2023,6,6,1,16,-517,TX002182,AC00189,Debit,San Antonio,D000167,144.228.168.6,M009,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
189.65,21,60,1,8457.09,2023,9,25,0,16,-406,TX002183,AC00209,Debit,Charlotte,D000346,145.76.10.8,M100,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
255.32,80,27,1,6290.62,2023,9,13,2,16,-418,TX002184,AC00324,Debit,Baltimore,D000652,47.167.178.158,M018,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
230.51,51,56,1,9522.37,2023,2,17,4,18,-626,TX002185,AC00159,Credit,Memphis,D000599,42.219.228.159,M062,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
237.74,61,152,1,11795.12,2023,6,12,0,18,-511,TX002186,AC00497,Debit,Tucson,D000171,93.115.61.201,M022,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
512.76,52,26,1,5121.36,2023,4,11,1,16,-573,TX002187,AC00257,Debit,Fresno,D000678,210.228.226.64,M080,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
151.37,54,53,1,8356.08,2023,4,3,0,16,-581,TX002188,AC00353,Debit,Baltimore,D000017,104.155.121.252,M044,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
85.01,25,157,1,1299.4,2023,1,23,0,18,-651,TX002189,AC00115,Credit,Portland,D000185,218.54.207.160,M014,ATM,Student,2,Cluster 2,Branch-Based Credit Users
444.47,57,61,1,6062.94,2023,1,16,0,16,-658,TX002190,AC00478,Debit,San Jose,D000031,40.45.69.120,M005,Online,Retired,3,Cluster 3,Online Banking Users
184.19,67,58,1,7588.67,2023,4,24,0,16,-560,TX002191,AC00497,Debit,Indianapolis,D000396,80.75.92.66,M035,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
879.25,24,137,1,125.85,2023,11,7,1,17,-363,TX002192,AC00131,Credit,Memphis,D000073,190.164.160.79,M086,Online,Student,2,Cluster 2,Branch-Based Credit Users
55.98,24,87,1,7047.04,2023,9,25,0,16,-406,TX002193,AC00059,Credit,Kansas City,D000551,70.130.169.235,M013,Branch,Student,2,Cluster 2,Branch-Based Credit Users
54.91,41,275,1,7927.27,2023,2,13,0,16,-630,TX002194,AC00101,Credit,Columbus,D000091,147.125.143.41,M010,ATM,Engineer,2,Cluster 2,Branch-Based Credit Users
393.74,26,90,1,1769.06,2023,12,4,0,18,-336,TX002196,AC00384,Debit,Charlotte,D000407,62.27.235.199,M099,Online,Student,3,Cluster 3,Online Banking Users
58.94,30,26,1,4575.98,2023,1,16,0,16,-658,TX002197,AC00496,Debit,Miami,D000686,56.116.189.0,M046,Online,Engineer,3,Cluster 3,Online Banking Users
515.57,27,56,1,9269.67,2023,1,2,0,17,-672,TX002198,AC00145,Debit,Columbus,D000196,147.227.81.224,M027,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
332.15,59,105,1,9749.46,2023,10,16,0,17,-385,TX002199,AC00131,Debit,Dallas,D000421,37.213.85.222,M030,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
177.94,19,173,1,123.24,2023,9,26,1,16,-405,TX002200,AC00224,Debit,Milwaukee,D000698,27.93.195.98,M088,Online,Student,3,Cluster 3,Online Banking Users
68.68,49,141,1,4718.51,2023,9,18,0,16,-413,TX002201,AC00219,Debit,Sacramento,D000362,195.226.203.234,M094,Online,Engineer,3,Cluster 3,Online Banking Users
240.03,33,31,1,7807.73,2023,2,27,0,17,-616,TX002203,AC00133,Debit,Atlanta,D000575,211.45.75.44,M079,Online,Engineer,3,Cluster 3,Online Banking Users
168.34,64,240,1,7483.01,2023,6,27,1,18,-496,TX002204,AC00056,Debit,Phoenix,D000638,81.222.37.186,M068,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
474.77,46,284,1,8494.53,2023,10,6,4,18,-395,TX002205,AC00358,Debit,Boston,D000164,65.124.242.67,M038,Online,Engineer,3,Cluster 3,Online Banking Users
451.7,29,103,1,8994.67,2023,3,1,2,16,-614,TX002206,AC00419,Debit,Chicago,D000250,191.91.45.159,M017,Online,Engineer,3,Cluster 3,Online Banking Users
243.85,39,43,1,4576.78,2023,12,20,2,16,-320,TX002207,AC00464,Debit,Omaha,D000300,197.162.55.147,M082,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
5.76,38,164,1,5859.79,2023,8,28,0,17,-434,TX002208,AC00430,Debit,Houston,D000277,145.246.171.225,M070,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
435.08,55,78,1,2103.41,2023,7,24,0,16,-469,TX002209,AC00071,Debit,San Francisco,D000513,109.211.212.135,M038,Online,Engineer,3,Cluster 3,Online Banking Users
127.78,20,170,1,1046.66,2023,4,25,1,16,-559,TX002210,AC00404,Debit,Miami,D000586,112.196.12.19,M050,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
23.14,47,93,1,10536.54,2023,11,15,2,17,-355,TX002211,AC00349,Credit,Mesa,D000555,122.30.82.244,M064,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
545.87,27,41,1,4860.01,2023,1,2,0,16,-672,TX002212,AC00235,Debit,Miami,D000676,162.207.77.170,M026,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
21.21,55,37,1,9575.42,2023,12,4,0,16,-336,TX002213,AC00228,Debit,Nashville,D000338,105.87.212.115,M063,Online,Engineer,3,Cluster 3,Online Banking Users
423.53,50,81,1,5453.4,2023,8,10,3,17,-452,TX002214,AC00024,Credit,Kansas City,D000239,32.71.250.58,M025,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
142.1,18,109,1,1545.64,2023,6,8,3,17,-515,TX002215,AC00330,Credit,San Francisco,D000244,158.129.49.240,M056,Online,Student,2,Cluster 2,Branch-Based Credit Users
114.15,19,52,1,1612.4,2023,2,21,1,16,-622,TX002217,AC00042,Debit,Atlanta,D000395,49.29.37.185,M001,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
275.98,72,67,1,6151.05,2023,12,15,4,16,-325,TX002218,AC00203,Credit,Washington,D000652,89.18.54.235,M053,Online,Retired,2,Cluster 2,Branch-Based Credit Users
590.68,27,23,1,852.2,2023,9,25,0,16,-406,TX002219,AC00248,Debit,Washington,D000249,179.43.245.131,M037,Branch,Student,0,Cluster 0,Branch-Based Debit Users
152.42,42,176,1,9141.79,2023,10,23,0,16,-378,TX002220,AC00140,Debit,San Jose,D000164,38.166.40.246,M057,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
395.77,43,118,1,6425.99,2023,2,27,0,16,-616,TX002221,AC00095,Credit,El Paso,D000281,113.201.172.36,M095,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
615.16,26,140,1,214.61,2023,2,6,0,16,-637,TX002222,AC00225,Debit,Boston,D000092,62.27.235.199,M080,Online,Student,3,Cluster 3,Online Banking Users
207.82,19,30,1,229.02,2023,2,28,1,16,-615,TX002223,AC00445,Credit,Las Vegas,D000181,32.71.250.58,M078,Online,Student,2,Cluster 2,Branch-Based Credit Users
220.52,57,152,1,1793.09,2023,6,7,2,16,-516,TX002224,AC00385,Debit,Seattle,D000512,47.82.77.181,M054,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
281.47,34,142,1,4437.48,2023,8,18,4,17,-444,TX002225,AC00143,Debit,Philadelphia,D000469,100.198.165.4,M029,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
57.91,58,97,1,3641.06,2023,11,28,1,16,-342,TX002226,AC00448,Credit,Sacramento,D000391,73.156.208.26,M079,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
30.48,32,78,1,11481.85,2023,12,4,0,16,-336,TX002227,AC00273,Credit,Seattle,D000481,49.20.211.229,M073,Branch,Doctor,2,Cluster 2,Branch-Based Credit Users
453.09,48,97,1,6708.65,2023,6,5,0,16,-518,TX002229,AC00337,Debit,San Jose,D000149,81.222.37.186,M088,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
424.47,22,116,1,5491.55,2023,2,27,0,16,-616,TX002230,AC00332,Debit,Oklahoma City,D000419,151.247.130.190,M050,Online,Student,3,Cluster 3,Online Banking Users
228.4,67,116,1,9598.43,2023,1,5,3,16,-669,TX002231,AC00040,Debit,Omaha,D000315,149.46.124.220,M060,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
67.17,63,48,1,14410.44,2023,7,3,0,18,-490,TX002232,AC00089,Debit,Seattle,D000564,101.223.82.253,M034,Online,Doctor,3,Cluster 3,Online Banking Users
284.89,53,115,1,9738.6,2023,12,18,0,17,-322,TX002233,AC00231,Debit,Atlanta,D000039,43.98.242.106,M042,Online,Doctor,3,Cluster 3,Online Banking Users
118.69,33,296,1,749.34,2023,2,13,0,18,-630,TX002234,AC00277,Debit,Omaha,D000217,152.140.239.181,M029,Online,Doctor,3,Cluster 3,Online Banking Users
221.33,27,276,1,1185.43,2023,10,18,2,18,-383,TX002235,AC00465,Debit,Louisville,D000383,77.7.223.184,M015,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
252.31,26,172,1,1584.6,2023,3,29,2,16,-586,TX002236,AC00205,Credit,Seattle,D000419,47.167.178.158,M037,ATM,Student,2,Cluster 2,Branch-Based Credit Users
58.85,71,115,1,1789.8,2023,5,15,0,17,-539,TX002237,AC00036,Credit,Milwaukee,D000517,221.169.49.152,M041,Online,Retired,2,Cluster 2,Branch-Based Credit Users
194.68,32,165,1,14494.18,2023,4,24,0,16,-560,TX002238,AC00227,Debit,Memphis,D000481,1.7.29.72,M002,Online,Doctor,3,Cluster 3,Online Banking Users
433.53,38,231,1,6368.32,2023,10,19,3,17,-382,TX002239,AC00251,Debit,Philadelphia,D000573,166.79.195.157,M098,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
178.26,59,59,1,1137.13,2023,10,16,0,16,-385,TX002240,AC00298,Debit,Oklahoma City,D000302,92.90.132.79,M003,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
207.65,34,98,1,5143.8,2023,9,11,0,16,-420,TX002241,AC00315,Debit,San Francisco,D000511,152.234.65.155,M066,Online,Engineer,3,Cluster 3,Online Banking Users
237.0,49,115,1,14021.4,2023,2,10,4,16,-633,TX002242,AC00292,Debit,Tucson,D000277,203.170.198.177,M076,Online,Doctor,3,Cluster 3,Online Banking Users
347.63,25,272,1,1400.04,2023,12,13,2,16,-327,TX002244,AC00400,Credit,Chicago,D000561,166.79.195.157,M025,Online,Student,2,Cluster 2,Branch-Based Credit Users
517.68,31,24,1,11305.81,2023,4,5,2,17,-579,TX002245,AC00384,Debit,Omaha,D000076,59.145.242.13,M066,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
36.25,52,76,1,193.06,2023,11,27,0,18,-343,TX002246,AC00329,Debit,Tucson,D000284,188.205.152.176,M059,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
46.53,42,34,1,4468.12,2023,6,22,3,17,-501,TX002247,AC00033,Debit,San Francisco,D000287,133.67.250.163,M082,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
207.47,53,12,1,1688.9,2023,10,2,0,18,-399,TX002248,AC00003,Debit,Miami,D000643,147.234.20.46,M045,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
199.7,43,285,1,7574.45,2023,4,3,0,18,-581,TX002249,AC00429,Debit,Indianapolis,D000545,60.197.167.40,M084,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
307.89,62,90,1,2637.55,2023,7,10,0,16,-483,TX002250,AC00488,Credit,Nashville,D000260,136.250.159.93,M032,Online,Retired,2,Cluster 2,Branch-Based Credit Users
20.06,27,144,1,445.21,2023,4,19,2,16,-565,TX002252,AC00359,Debit,Memphis,D000184,206.168.209.111,M017,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
236.57,79,112,1,3488.77,2023,9,1,4,17,-430,TX002253,AC00478,Debit,Sacramento,D000656,173.135.78.201,M023,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
0.32,39,136,1,7158.58,2023,8,4,4,17,-458,TX002254,AC00236,Debit,Boston,D000129,173.135.78.201,M033,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
14.28,23,81,1,1597.51,2023,9,15,4,17,-416,TX002255,AC00085,Debit,Phoenix,D000429,200.136.146.93,M059,ATM,Student,1,Cluster 1,ATM-Focused Debit Users
232.35,33,153,1,4186.25,2023,5,12,4,16,-542,TX002256,AC00349,Credit,Atlanta,D000438,141.121.30.32,M048,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
317.53,44,104,1,6237.68,2023,2,24,4,18,-619,TX002257,AC00314,Debit,Miami,D000034,137.33.78.168,M070,Online,Engineer,3,Cluster 3,Online Banking Users
74.67,43,283,1,3449.35,2023,5,15,0,17,-539,TX002258,AC00056,Debit,Indianapolis,D000667,16.131.3.140,M074,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
65.01,29,67,1,10235.19,2023,10,24,1,17,-377,TX002259,AC00399,Credit,Austin,D000697,93.115.61.201,M004,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
0.45,34,172,1,8670.23,2023,7,26,2,17,-467,TX002260,AC00324,Debit,Kansas City,D000334,5.50.152.168,M078,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
364.13,63,61,1,8198.0,2023,2,3,4,16,-640,TX002261,AC00095,Debit,Fort Worth,D000080,13.149.61.4,M070,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
222.66,39,88,1,14466.38,2023,6,28,2,16,-495,TX002264,AC00431,Debit,Detroit,D000106,35.67.21.23,M038,Online,Doctor,3,Cluster 3,Online Banking Users
638.24,48,64,1,5695.78,2023,3,9,3,18,-606,TX002265,AC00369,Debit,Phoenix,D000225,29.168.185.63,M047,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
241.21,31,108,1,1220.86,2023,9,25,0,16,-406,TX002266,AC00089,Debit,Omaha,D000264,116.237.223.50,M037,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
171.16,51,42,1,6126.5,2023,9,28,3,16,-403,TX002267,AC00035,Debit,New York,D000459,147.119.62.178,M058,Online,Retired,3,Cluster 3,Online Banking Users
37.65,27,109,1,411.78,2023,9,25,0,17,-406,TX002269,AC00056,Credit,San Jose,D000211,219.219.117.136,M062,Online,Student,2,Cluster 2,Branch-Based Credit Users
25.77,68,18,1,4331.54,2023,10,2,0,16,-399,TX002270,AC00197,Debit,Memphis,D000428,93.170.203.44,M054,Online,Retired,3,Cluster 3,Online Banking Users
789.8,40,94,1,13948.09,2023,7,10,0,16,-483,TX002271,AC00396,Debit,Jacksonville,D000271,63.82.133.139,M038,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
806.97,25,11,1,102.2,2023,3,7,1,17,-608,TX002274,AC00357,Debit,Seattle,D000691,193.221.15.59,M028,Online,Student,3,Cluster 3,Online Banking Users
364.81,25,53,1,1145.23,2023,6,26,0,17,-497,TX002275,AC00490,Debit,Charlotte,D000079,142.148.226.178,M027,Online,Student,3,Cluster 3,Online Banking Users
490.82,26,114,1,8704.27,2023,6,1,3,18,-522,TX002276,AC00367,Debit,Kansas City,D000573,17.36.132.202,M029,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
311.28,49,198,1,135.96,2023,5,22,0,16,-532,TX002278,AC00177,Debit,Atlanta,D000515,188.205.152.176,M045,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
85.03,51,48,1,4597.57,2023,4,10,0,16,-574,TX002279,AC00118,Debit,San Diego,D000109,160.65.101.37,M020,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
307.75,64,63,1,1061.58,2023,4,12,2,17,-572,TX002280,AC00183,Debit,Detroit,D000612,39.129.125.110,M085,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
333.67,36,68,1,9238.08,2023,7,6,3,18,-487,TX002281,AC00137,Debit,Fort Worth,D000288,129.108.48.116,M037,Online,Engineer,3,Cluster 3,Online Banking Users
372.08,66,63,1,13330.74,2023,3,6,0,16,-609,TX002283,AC00191,Debit,Houston,D000470,102.203.223.1,M032,Branch,Doctor,0,Cluster 0,Branch-Based Debit Users
502.9,26,141,1,341.24,2023,9,18,0,17,-413,TX002284,AC00373,Credit,Fresno,D000384,135.73.131.111,M001,Online,Student,2,Cluster 2,Branch-Based Credit Users
103.81,36,34,1,7044.63,2023,9,27,2,16,-404,TX002285,AC00167,Debit,Oklahoma City,D000283,214.32.109.197,M098,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
69.43,30,162,1,9281.85,2023,2,6,0,17,-637,TX002286,AC00149,Debit,Las Vegas,D000472,134.247.5.188,M003,ATM,Engineer,1,Cluster 1,ATM-Focused Debit Users
110.4,56,62,1,8639.36,2023,9,21,3,16,-410,TX002287,AC00453,Credit,San Diego,D000153,60.43.160.195,M033,ATM,Doctor,2,Cluster 2,Branch-Based Credit Users
275.65,28,14,1,4957.57,2023,8,14,0,16,-448,TX002288,AC00253,Credit,Atlanta,D000241,6.44.165.160,M013,Branch,Engineer,2,Cluster 2,Branch-Based Credit Users
251.8,62,102,1,11796.66,2023,4,3,0,16,-581,TX002290,AC00359,Debit,Mesa,D000657,59.208.79.116,M020,ATM,Doctor,1,Cluster 1,ATM-Focused Debit Users
334.07,59,200,1,7306.79,2023,8,11,4,17,-451,TX002291,AC00050,Debit,New York,D000440,100.4.40.132,M054,Branch,Engineer,0,Cluster 0,Branch-Based Debit Users
52.44,27,87,1,3157.75,2023,9,6,2,18,-425,TX002292,AC00054,Debit,Raleigh,D000427,101.223.82.253,M046,Online,Student,3,Cluster 3,Online Banking Users
141.37,46,77,1,1019.77,2023,7,21,4,16,-472,TX002294,AC00322,Debit,Denver,D000119,52.196.112.199,M026,Online,Engineer,3,Cluster 3,Online Banking Users
211.7,50,205,1,12272.78,2023,11,13,0,16,-357,TX002295,AC00140,Credit,Chicago,D000157,59.127.135.25,M064,Online,Doctor,2,Cluster 2,Branch-Based Credit Users
308.23,60,23,1,4150.63,2023,4,17,0,16,-567,TX002297,AC00408,Debit,Las Vegas,D000008,198.73.211.114,M058,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
111.41,21,181,1,1204.11,2023,12,27,2,17,-313,TX002298,AC00219,Debit,Chicago,D000162,18.72.115.111,M079,Branch,Student,0,Cluster 0,Branch-Based Debit Users
675.49,61,159,1,1893.0,2023,3,15,2,16,-600,TX002299,AC00339,Debit,Charlotte,D000420,205.45.234.42,M065,ATM,Retired,1,Cluster 1,ATM-Focused Debit Users
